ＣＤプレーヤー	シーディープレーヤー	CD player	
心から	こころから	from the bottom of one's heart, heartily, sincerely	
真の	しんの	true, real, genuine, proper, utter	
染め	そめ	dyeing, printing	
透かさず	すかさず	without a moment's delay, at once, immediately, instantly, promptly, without hesitation	
体勢	たいせい	posture, position, stance	
短期間	たんきかん	short term, short time	
定休	ていきゅう	regular holiday, fixed day off, regular closing day	
就いて	ついて	about, concerning, as to, regarding	
通じ	つうじ	(bowel) movement, evacuation, defecation	
生み	うみ	birth, giving birth	
売り	うり	sale, selling	
渡し	わたし	ferry (crossing), ferry(boat)	
余儀ない	よぎない	unavoidable, inevitable, beyond one's control	
装い	よそおい	dress, outfit, equipment, makeup, adornment, guise, get-up	
揺さぶり	ゆさぶり	shaking, jolting	
湧水	ゆうすい	welling of water, spring water, spring	
等々	とうとう	etc., et cetera, and so on	
誤って	あやまって	accidentally, in error, by mistake, by accident	
荒れ	あれ	stormy weather, tempest, chaps (of skin)	
意気盛ん	いきさかん	in high spirits	
憤り	いきどおり	resentment, indignation, anger	
多く	おおく	many, much, plenty, a lot	
大商い	おおあきない	heavy turnover (trading)	
大店	おおだな	large store	
折に触れて	おりにふれて	at every opportunity, whenever possible, whenever the occasion arises, from time to time, occasionally	
買い戻し	かいもどし	repurchase, redemption	
担ぎ	かつぎ	carrier	
金がない	かねがない	broke, poor, short, skint, having no money	
気の向くままに	きのむくままに	at one's fancy (whim)	
講和	こうわ	reconciliation (between warring nations), (making of) peace	
断らず	ことわらず	without permission	
細かく	こまかく	minutely, finely	
商品名	しょうひんめい	brand name, trade name, product name	
省エネルギー	しょうエネルギー	energy conservation, economical use of energy, energy-saving	
信金	しんきん	credit union	
身障者	しんしょうしゃ	(physically) disabled person, person with a physical disability	
授業中	じゅぎょうちゅう	while in class	
棲む	すむ	to live (of animals), to inhabit, to nest	
世界銀行	せかいぎんこう	World Bank	
世銀	せぎん	World Bank	
千九百年代	せんきゅうひゃくねんだい	the 1900s	
総務局	そうむきょく	General Affairs Bureau	
立ち入り	たちいり	entering, going into	
大歓迎	だいかんげい	big welcome, welcoming greatly, being very welcome	
奪三振	だつさんしん	striking a batter out	
中執	ちゅうしつ	Central Executive Committee	
付いてる	ついてる	to be lucky, to be in luck	
続き	つづき	continuation, rest (of the story, work, etc.), next installment, sequel	
定期便	ていきびん	regular service	
出	で	coming out, going out, outflow, efflux, rising (of the Sun or the Moon)	
通し	とおし	continuing from beginning to end, continuous run, consecutive run	
投信	とうしん	investment trust	
都議	とぎ	Metropolitan assemblyman	
整った	ととのった	well-ordered, in good order, well-featured, well-regulated	
泊まり	とまり	(overnight) stay, lodging	
同市	どうし	same city	
怒涛	どとう	surging waves, raging billows	
土日	どにち	weekend, Saturday and Sunday	
鳴り	なり	ringing, sound	
残った分	のこったぶん	amount left over, remaining portion	
励まし	はげまし	encouragement, cheering on	
払い戻し	はらいもどし	repayment, refund, payback	
飛車	ひしゃ	rook, hisha	
必死になって	ひっしになって	desperately, for one's dear life	
品位	ひんい	dignity, grace, nobility	
暇がない	ひまがない	busy, having no (free) time	
広まり	ひろまり	spread	
府警	ふけい	prefectural police (Osaka or Kyoto)	
訪中	ほうちゅう	visit to China	
ほんの少し	ほんのすこし	just a little	
本欄	ほんらん	this column	
見当たらない	みあたらない	not be found	
民社党	みんしゃとう	Democratic Socialist Party	
民放	みんぽう	commercial broadcast	
向かって左	むかってひだり	on the left as one faces (it)	
無死	むし	no outs	
蒸し	むし	steaming	
役に立たない	やくにたたない	of no avail, useless	
奴ら	やつら	they, those guys	
郵貯	ゆうちょ	postal (post-office) savings (deposit)	
輸銀	ゆぎん	import-export bank	
要は	ようは	in short, the point is, the important thing is, in a word, basically	
労相	ろうしょう	Labor Minister	
脆弱	ぜいじゃく	weak, frail, fragile	
断	だん	decision, judgment, resolution	
級	きゅう	(school) grade, year, class	
何の	どの	which, what (way)	
と言う	という	called, named, that says, that	
３０	さんじゅう	thirty, 30	
不	ふ	un-, non-	
文部科学省	もんぶかがくしょう	Ministry of Education, Culture, Sports, Science and Technology, MEXT	
エステサロン	エステサロン	beauty salon, beauty-treatment clinic	
キャラ	キャラ	(fictional) character	
看護師	かんごし	(hospital) nurse, registered nurse, RN	
連係プレー	れんけいプレー	(good) teamwork, team play	
だろう	だろう	seems, I think, I guess, I wonder, I hope	
阿弗利加	アフリカ	Africa	
織り	おり	weave, weaving, woven item	
詩	し	poem, poetry, verse	
ばらす	ばらす	to expose (a secret), to disclose, to reveal, to lay bare, to let out, to give away	
依存症	いぞんしょう	dependence (on alcohol, drugs, etc.)	
化学物質	かがくぶっしつ	chemical substance, chemical	
花火大会	はなびたいかい	fireworks display, display of fireworks	
環境問題	かんきょうもんだい	environmental problem, environmental issue	
勤務時間	きんむじかん	office hours, business hours, working hours	
公安委員会	こうあんいいんかい	public safety commission	
殺人事件	さつじんじけん	murder case	
自然環境	しぜんかんきょう	natural environment, (the) environment	
執行部	しっこうぶ	(the) executive, administration, leadership	
集中力	しゅうちゅうりょく	(powers of) concentration, ability to concentrate	
少数意見	しょうすういけん	minority opinion	
障害者	しょうがいしゃ	disabled person, person with a (physical or mental) disability	
新聞記事	しんぶんきじ	newspaper story (article, account)	
社民党	しゃみんとう	Social Democratic Party	
初戦	しょせん	first match (in a series)	
生息地	せいそくち	habitat, home (e.g. of the tiger)	
聖職者	せいしょくしゃ	clergyman, churchman, clergy	
製作費	せいさくひ	manufacturing cost, production cost	
地方公共団体	ちほうこうきょうだんたい	local public body, local government	
中心部	ちゅうしんぶ	central part, heart (of a city, etc.)	
直行便	ちょっこうびん	non-stop flight, direct flight	
通産相	つうさんしょう	Minister of International Trade and Industry	
提供者	ていきょうしゃ	donor, contributor, provider	
登録者	とうろくしゃ	registrant, subscriber, enrollee	
登録番号	とうろくばんごう	registration number	
都市部	としぶ	urban area, urban district	
投手戦	とうしゅせん	pitching duel, pitchers' battle	
道義的責任	どうぎてきせきにん	moral obligation	
日本学術会議	にほんがくじゅつかいぎ	Science Council of Japan	
日本銀行	にっぽんぎんこう	Bank of Japan, BOJ	
入館料	にゅうかんりょう	admission fee (for a museum, etc.)	
農学部	のうがくぶ	faculty of agriculture, school of agriculture, department of agriculture	
美術展	びじゅつてん	art exhibition	
文化遺産	ぶんかいさん	cultural heritage	
法律事務所	ほうりつじむしょ	law office, law firm	
満足感	まんぞくかん	feeling of satisfaction	
量販店	りょうはんてん	volume retailer, mass marketer, emporium	
錬金術師	れんきんじゅつし	alchemist	
労働基準法	ろうどうきじゅんほう	Labor Standards Act	
他	た	other (esp. people and abstract matters)	
紹介文	しょうかいぶん	introductory text, introductory essay	
貸出用	かしだしよう	circulation or lending (e.g. library books)	
頑張って	がんばって	do your best, go for it, hang in there, keep at it	
引き延ばし	ひきのばし	extension, prolongation	
街宣車	がいせんしゃ	sound truck (used for campaigning, advertising or propaganda), loudspeaker van, (right-wing) propaganda vehicle	
決まって	きまって	always, without fail, invariably, usually, regularly	
好んで	このんで	by (from) choice, by (for) preference, of one's own accord, of one's (own) free will, on purpose, deliberately, intentionally	
産油国	さんゆこく	oil-producing country	
重し	おもし	stone weight (as used on pickle-tub covers)	
初球	しょきゅう	pitcher's first pitch (to batter, or in the game)	
助け合い	たすけあい	cooperation, mutual aid (help)	
小選挙区	しょうせんきょく	small electoral district, single-member constituency	
振る舞い	ふるまい	behavior, behaviour, conduct	
新生活	しんせいかつ	new life, fresh start, new routine	
新卒	しんそつ	new graduate, recent graduate	
酔い	よい	drunkenness, intoxication	
送り出し	おくりだし	pushing (propelling) (one's opponent) out of the ring from behind	
人様	ひとさま	other people, others	
多め	おおめ	somewhat larger (amount), quite a lot, a little more (than usual), a little extra	
対極	たいきょく	antipodes	
単産	たんさん	(single-industry) industrial union	
短め	みじかめ	shortish, rather short, somewhat short	
二枚	にまい	two sheets (of paper or other flat objects)	
年商	ねんしょう	yearly (annual) turnover	
髪型	かみがた	hair style, coiffure, hairdo	
板ガラス	いたガラス	plate glass, sheet glass	
未だしも	まだしも	rather, better	
冷暖房	れいだんぼう	air conditioning and heating	
磯	いそ	(rocky) beach, seashore	
堰	せき	dam, weir, barrier, sluice	
